0,0.697722,0.473494,0.916724986
1,1.39637,0.909509,2.21211561
2,2.0633,1.3842,2.98376180
3,2.6992,1.93512,4.575993
4,2.79608,1.89833,4.5099786
5,3.02725,1.90275,5.4193370
6,3.97488,3.82963,4.2650424
7,3.97488,3.82963,4.2650424
8,3.97488,3.82963,4.2650424
9,3.97488,3.82963,4.2650424
10,3.97488,3.82963,4.2650424
11,3.97488,3.82963,4.2650424
12,3.97488,3.82963,4.2650424
13,3.97488,3.82963,4.2650424
14,3.97488,3.82963,4.2650424
15,3.97488,3.82963,4.2650424
16,3.97488,3.82963,4.2650424
17,3.97488,3.82963,4.2650424
18,3.97488,3.82963,4.2650424
19,3.97488,3.82963,4.2650424
20,3.97488,3.82963,4.2650424
21,3.97488,3.82963,4.2650424
22,3.97488,3.82963,4.2650424
23,3.97488,3.82963,4.2650424
24,3.97488,3.82963,4.2650424
25,3.97488,3.82963,4.2650424
26,3.97488,3.82963,4.2650424
27,3.97488,3.82963,4.2650424
28,3.97488,3.82963,4.2650424
29,3.97488,3.82963,4.2650424
30,3.97488,3.82963,4.2650424
31,3.97488,3.82963,4.2650424
32,3.97488,3.82963,4.2650424
33,3.97488,3.82963,4.2650424
34,3.97488,3.82963,4.2650424
35,3.97488,3.82963,4.2650424
36,3.97488,3.82963,4.2650424
37,3.97488,3.82963,4.2650424
38,3.97488,3.82963,4.2650424
39,3.97488,3.82963,4.2650424
40,3.97488,3.82963,4.2650424
41,3.97488,3.82963,4.2650424
42,3.97488,3.82963,4.2650424
43,3.97488,3.82963,4.2650424
44,3.97488,3.82963,4.2650424
45,3.97488,3.82963,4.2650424
46,3.97488,3.82963,4.2650424
47,3.97488,3.82963,4.2650424
48,3.97488,3.82963,4.2650424
49,3.97488,3.82963,4.2650424
50,3.97488,3.82963,4.2650424
51,3.97488,3.82963,4.2650424
52,3.97488,3.82963,4.2650424
53,3.97488,3.82963,4.2650424
54,3.97488,3.82963,4.2650424
55,3.97488,3.82963,4.2650424
56,3.97488,3.82963,4.2650424
57,3.97488,3.82963,4.2650424
58,3.97488,3.82963,4.2650424
59,3.97488,3.82963,4.2650424
60,3.97488,3.82963,4.2650424
61,3.97488,3.82963,4.2650424
62,3.97488,3.82963,4.2650424
63,3.97488,3.82963,4.2650424
64,3.97488,3.82963,4.2650424
65,3.97488,3.82963,4.2650424
66,3.97488,3.82963,4.2650424
67,3.97488,3.82963,4.2650424
68,3.97488,3.82963,4.2650424
69,3.97488,3.82963,4.2650424
70,3.97488,3.82963,4.2650424
71,3.97488,3.82963,4.2650424
72,3.97488,3.82963,4.2650424
73,3.97488,3.82963,4.2650424
74,3.97488,3.82963,4.2650424
75,3.97488,3.82963,4.2650424
76,3.97488,3.82963,4.2650424
77,3.97488,3.82963,4.2650424
78,3.97488,3.82963,4.2650424
79,3.97488,3.82963,4.2650424
80,3.97488,3.82963,4.2650424
81,3.97488,3.82963,4.2650424
82,3.97488,3.82963,4.2650424
83,3.97488,3.82963,4.2650424
84,3.97488,3.82963,4.2650424
85,3.97488,3.82963,4.2650424
86,3.97488,3.82963,4.2650424
87,3.97488,3.82963,4.2650424
88,3.97488,3.82963,4.2650424
0,0.697722,0.473494,0.916724986
1,1.39637,0.909509,2.21211561
2,2.0633,1.3842,2.98376180
3,2.6992,1.93512,4.575993
4,2.79608,1.89833,4.5099786
5,3.02725,1.90275,5.4193370
6,3.97488,3.82963,4.2650424
7,3.97488,3.82963,4.2650424
8,3.97488,3.82963,4.2650424
9,3.97488,3.82963,4.2650424
10,3.97488,3.82963,4.2650424
11,3.97488,3.82963,4.2650424
12,3.97488,3.82963,4.2650424
13,3.97488,3.82963,4.2650424
14,3.97488,3.82963,4.2650424
15,3.97488,3.82963,4.2650424
16,3.97488,3.82963,4.2650424
17,3.97488,3.82963,4.2650424
18,3.97488,3.82963,4.2650424
19,3.97488,3.82963,4.2650424
20,3.97488,3.82963,4.2650424
21,3.97488,3.82963,4.2650424
22,3.97488,3.82963,4.2650424
23,3.97488,3.82963,4.2650424
24,3.97488,3.82963,4.2650424
25,3.97488,3.82963,4.2650424
26,3.97488,3.82963,4.2650424
27,3.97488,3.82963,4.2650424
28,3.97488,3.82963,4.2650424
29,3.97488,3.82963,4.2650424
30,3.97488,3.82963,4.2650424
31,3.97488,3.82963,4.2650424
32,3.97488,3.82963,4.2650424
33,3.97488,3.82963,4.2650424
34,3.97488,3.82963,4.2650424
35,3.97488,3.82963,4.2650424
36,3.97488,3.82963,4.2650424
37,3.97488,3.82963,4.2650424
38,3.97488,3.82963,4.2650424
39,3.97488,3.82963,4.2650424
40,3.97488,3.82963,4.2650424
41,3.97488,3.82963,4.2650424
42,3.97488,3.82963,4.2650424
43,3.97488,3.82963,4.2650424
44,3.97488,3.82963,4.2650424
45,3.97488,3.82963,4.2650424
46,3.97488,3.82963,4.2650424
47,3.97488,3.82963,4.2650424
48,3.97488,3.82963,4.2650424
49,3.97488,3.82963,4.2650424
50,3.97488,3.82963,4.2650424
